Sellable GTIN,Item ID,Rich Media Video Asset URL,Rich Media Video Title,Rich Media Closed Captioning URL,Rich Media Caption Language
6.97E+12,5923279900,https://github.com/jester771/5250.git,video_1,https://github.com/jester771/5250.git,English
